amfi_code,date,rolling_sharpe_90d
FUND06,2025-02-14T00:00:00,-0.5426
FUND06,2025-02-17T00:00:00,-0.3732
FUND06,2025-02-18T00:00:00,-0.4123
FUND06,2025-02-19T00:00:00,-0.1618
FUND06,2025-02-20T00:00:00,-0.1266
FUND06,2025-02-21T00:00:00,0.2857
FUND06,2025-02-24T00:00:00,0.2631
FUND06,2025-02-25T00:00:00,0.2957
FUND06,2025-02-26T00:00:00,0.1914
FUND06,2025-02-27T00:00:00,0.1988
FUND06,2025-02-28T00:00:00,0.1893
FUND06,2025-03-03T00:00:00,0.1563
FUND06,2025-03-04T00:00:00,0.1538
FUND06,2025-03-05T00:00:00,0.045
FUND06,2025-03-06T00:00:00,0.3662
FUND06,2025-03-07T00:00:00,0.7274
FUND06,2025-03-10T00:00:00,0.6473
FUND06,2025-03-11T00:00:00,0.9066
FUND06,2025-03-12T00:00:00,1.1558
FUND06,2025-03-13T00:00:00,0.8135
FUND06,2025-03-14T00:00:00,0.7902
FUND06,2025-03-17T00:00:00,0.5099
FUND06,2025-03-18T00:00:00,0.5864
FUND06,2025-03-19T00:00:00,0.359
FUND06,2025-03-20T00:00:00,0.3975
FUND06,2025-03-21T00:00:00,0.4587
FUND06,2025-03-24T00:00:00,0.682
FUND06,2025-03-25T00:00:00,0.6372
FUND06,2025-03-26T00:00:00,0.2856
FUND06,2025-03-27T00:00:00,0.1321
FUND06,2025-03-28T00:00:00,0.0806
FUND06,2025-03-31T00:00:00,0.2942
FUND06,2025-04-01T00:00:00,0.3451
FUND06,2025-04-02T00:00:00,0.6499
FUND06,2025-04-03T00:00:00,0.6035
FUND06,2025-04-04T00:00:00,0.7784
FUND06,2025-04-07T00:00:00,0.7155
FUND06,2025-04-08T00:00:00,0.7402
FUND06,2025-04-09T00:00:00,0.6519
FUND06,2025-04-10T00:00:00,0.8882
FUND06,2025-04-11T00:00:00,0.7073
FUND06,2025-04-14T00:00:00,0.7357
FUND06,2025-04-15T00:00:00,0.6811
FUND06,2025-04-16T00:00:00,0.8199
FUND06,2025-04-17T00:00:00,0.7258
FUND06,2025-04-18T00:00:00,0.9312
FUND06,2025-04-21T00:00:00,1.1272
FUND06,2025-04-22T00:00:00,0.3934
FUND06,2025-04-23T00:00:00,0.297
FUND06,2025-04-24T00:00:00,0.6641
FUND06,2025-04-25T00:00:00,0.5497
FUND06,2025-04-28T00:00:00,0.7085
FUND06,2025-04-29T00:00:00,0.8133
FUND06,2025-04-30T00:00:00,0.5711
FUND06,2025-05-01T00:00:00,0.3647
FUND06,2025-05-02T00:00:00,0.0595
FUND06,2025-05-05T00:00:00,-0.3071
FUND06,2025-05-06T00:00:00,-0.3321
FUND06,2025-05-07T00:00:00,-0.2546
FUND06,2025-05-08T00:00:00,-0.4018
FUND06,2025-05-09T00:00:00,0.1086
FUND06,2025-05-12T00:00:00,-0.045
FUND06,2025-05-13T00:00:00,0.1095
FUND06,2025-05-14T00:00:00,0.0102
FUND06,2025-05-15T00:00:00,0.5003
FUND06,2025-05-16T00:00:00,0.1333
FUND06,2025-05-19T00:00:00,0.1671
FUND06,2025-05-20T00:00:00,0.2289
FUND06,2025-05-21T00:00:00,0.1327
FUND06,2025-05-22T00:00:00,0.3609
FUND06,2025-05-23T00:00:00,-0.0029
FUND06,2025-05-26T00:00:00,0.1034
FUND06,2025-05-27T00:00:00,0.0894
FUND06,2025-05-28T00:00:00,0.1725
FUND06,2025-05-29T00:00:00,0.1729
FUND06,2025-05-30T00:00:00,0.1654
FUND06,2025-06-02T00:00:00,0.449
FUND06,2025-06-03T00:00:00,0.4916
FUND06,2025-06-04T00:00:00,0.8536
FUND06,2025-06-05T00:00:00,0.7077
FUND06,2025-06-06T00:00:00,0.7118
FUND06,2025-06-09T00:00:00,0.8097
FUND06,2025-06-10T00:00:00,0.6096
FUND06,2025-06-11T00:00:00,0.9485
FUND06,2025-06-12T00:00:00,0.9363
FUND06,2025-06-13T00:00:00,0.9771
FUND06,2025-06-16T00:00:00,1.1838
FUND06,2025-06-17T00:00:00,1.3367
FUND06,2025-06-18T00:00:00,0.9347
FUND06,2025-06-19T00:00:00,1.2465
FUND06,2025-06-20T00:00:00,1.256
FUND06,2025-06-23T00:00:00,1.3414
FUND06,2025-06-24T00:00:00,1.49
FUND06,2025-06-25T00:00:00,1.4026
FUND06,2025-06-26T00:00:00,1.6809
FUND06,2025-06-27T00:00:00,1.7397
FUND06,2025-06-30T00:00:00,1.6183
FUND06,2025-07-01T00:00:00,1.5286
FUND06,2025-07-02T00:00:00,1.6492
FUND06,2025-07-03T00:00:00,1.7732
FUND06,2025-07-04T00:00:00,1.6701
FUND06,2025-07-07T00:00:00,1.4996
FUND06,2025-07-08T00:00:00,1.3084
FUND06,2025-07-09T00:00:00,0.9037
FUND06,2025-07-10T00:00:00,1.1548
FUND06,2025-07-11T00:00:00,0.9727
FUND06,2025-07-14T00:00:00,1.1777
FUND06,2025-07-15T00:00:00,0.9874
FUND06,2025-07-16T00:00:00,0.6283
FUND06,2025-07-17T00:00:00,0.4943
FUND06,2025-07-18T00:00:00,0.6427
FUND06,2025-07-21T00:00:00,0.8691
FUND06,2025-07-22T00:00:00,1.1745
FUND06,2025-07-23T00:00:00,1.4843
FUND06,2025-07-24T00:00:00,1.8267
FUND06,2025-07-25T00:00:00,1.2962
FUND06,2025-07-28T00:00:00,1.1252
FUND06,2025-07-29T00:00:00,1.0376
FUND06,2025-07-30T00:00:00,1.1414
FUND06,2025-07-31T00:00:00,1.1755
FUND06,2025-08-01T00:00:00,1.4493
FUND06,2025-08-04T00:00:00,1.483
FUND06,2025-08-05T00:00:00,1.2716
FUND06,2025-08-06T00:00:00,1.257
FUND06,2025-08-07T00:00:00,0.9805
FUND06,2025-08-08T00:00:00,1.1631
FUND06,2025-08-11T00:00:00,1.1727
FUND06,2025-08-12T00:00:00,1.2013
FUND06,2025-08-13T00:00:00,1.0659
FUND06,2025-08-14T00:00:00,1.0271
FUND06,2025-08-15T00:00:00,0.9926
FUND06,2025-08-18T00:00:00,1.4219
FUND06,2025-08-19T00:00:00,1.487
FUND06,2025-08-20T00:00:00,1.2157
FUND06,2025-08-21T00:00:00,1.3872
FUND06,2025-08-22T00:00:00,1.3077
FUND06,2025-08-25T00:00:00,1.0904
FUND06,2025-08-26T00:00:00,1.9181
FUND06,2025-08-27T00:00:00,2.2764
FUND06,2025-08-28T00:00:00,2.2079
FUND06,2025-08-29T00:00:00,2.2715
FUND06,2025-09-01T00:00:00,1.8365
FUND06,2025-09-02T00:00:00,1.7901
FUND06,2025-09-03T00:00:00,1.8437
FUND06,2025-09-04T00:00:00,2.0238
FUND06,2025-09-05T00:00:00,1.8174
FUND06,2025-09-08T00:00:00,1.9651
FUND06,2025-09-09T00:00:00,2.2096
FUND06,2025-09-10T00:00:00,1.9014
FUND06,2025-09-11T00:00:00,2.0124
FUND06,2025-09-12T00:00:00,1.7828
FUND06,2025-09-15T00:00:00,2.0107
FUND06,2025-09-16T00:00:00,1.7399
FUND06,2025-09-17T00:00:00,1.8896
FUND06,2025-09-18T00:00:00,1.7337
FUND06,2025-09-19T00:00:00,1.835
FUND06,2025-09-22T00:00:00,1.7807
FUND06,2025-09-23T00:00:00,1.7586
FUND06,2025-09-24T00:00:00,2.0342
FUND06,2025-09-25T00:00:00,1.9468
FUND06,2025-09-26T00:00:00,2.6739
FUND06,2025-09-29T00:00:00,2.6569
FUND06,2025-09-30T00:00:00,3.1012
FUND06,2025-10-01T00:00:00,2.9449
FUND06,2025-10-02T00:00:00,2.9186
FUND06,2025-10-03T00:00:00,2.7726
FUND06,2025-10-06T00:00:00,2.4094
FUND06,2025-10-07T00:00:00,2.2772
FUND06,2025-10-08T00:00:00,1.9324
FUND06,2025-10-09T00:00:00,1.8105
FUND06,2025-10-10T00:00:00,1.7698
FUND06,2025-10-13T00:00:00,1.3575
FUND06,2025-10-14T00:00:00,1.0412
FUND06,2025-10-15T00:00:00,0.8675
FUND06,2025-10-16T00:00:00,1.1615
FUND06,2025-10-17T00:00:00,1.4545
FUND06,2025-10-20T00:00:00,1.312
FUND06,2025-10-21T00:00:00,1.3479
FUND06,2025-10-22T00:00:00,1.4634
FUND06,2025-10-23T00:00:00,1.3077
FUND06,2025-10-24T00:00:00,1.3459
FUND06,2025-10-27T00:00:00,1.1826
FUND06,2025-10-28T00:00:00,0.7173
FUND06,2025-10-29T00:00:00,0.5789
FUND06,2025-10-30T00:00:00,0.1017
FUND06,2025-10-31T00:00:00,0.1069
FUND06,2025-11-03T00:00:00,0.2738
FUND06,2025-11-04T00:00:00,-0.1158
FUND06,2025-11-05T00:00:00,-0.064
FUND06,2025-11-06T00:00:00,-0.0691
FUND06,2025-11-07T00:00:00,0.0321
FUND06,2025-11-10T00:00:00,0.0317
FUND06,2025-11-11T00:00:00,0.7947
FUND06,2025-11-12T00:00:00,0.9355
FUND06,2025-11-13T00:00:00,0.9212
FUND06,2025-11-14T00:00:00,1.0942
FUND06,2025-11-17T00:00:00,0.73
FUND06,2025-11-18T00:00:00,0.6067
FUND06,2025-11-19T00:00:00,0.5653
FUND06,2025-11-20T00:00:00,0.8781
FUND06,2025-11-21T00:00:00,0.694
FUND06,2025-11-24T00:00:00,0.5084
FUND07,2023-05-08T00:00:00,1.6208
FUND07,2023-05-09T00:00:00,1.5594
FUND07,2023-05-10T00:00:00,1.6183
FUND07,2023-05-11T00:00:00,1.9276
FUND07,2023-05-12T00:00:00,1.8368
FUND07,2023-05-15T00:00:00,1.8997
FUND07,2023-05-16T00:00:00,2.0691
FUND07,2023-05-17T00:00:00,2.0352
FUND07,2023-05-18T00:00:00,1.7015
FUND07,2023-05-19T00:00:00,1.2399
FUND07,2023-05-22T00:00:00,1.336
FUND07,2023-05-23T00:00:00,1.3231
FUND07,2023-05-24T00:00:00,1.228
FUND07,2023-05-25T00:00:00,0.7742
FUND07,2023-05-26T00:00:00,0.918
FUND07,2023-05-29T00:00:00,0.8374
FUND07,2023-05-30T00:00:00,0.623
FUND07,2023-05-31T00:00:00,0.7404
FUND07,2023-06-01T00:00:00,0.7089
FUND07,2023-06-02T00:00:00,0.8622
FUND07,2023-06-05T00:00:00,0.7533
FUND07,2023-06-06T00:00:00,0.6024
FUND07,2023-06-07T00:00:00,0.5641
FUND07,2023-06-08T00:00:00,1.0696
FUND07,2023-06-09T00:00:00,1.1087
FUND07,2023-06-12T00:00:00,0.4972
FUND07,2023-06-13T00:00:00,0.7558
FUND07,2023-06-14T00:00:00,0.6556
FUND07,2023-06-15T00:00:00,0.6414
FUND07,2023-06-16T00:00:00,1.0559
FUND07,2023-06-19T00:00:00,1.16
FUND07,2023-06-20T00:00:00,1.4429
FUND07,2023-06-21T00:00:00,1.2406
FUND07,2023-06-22T00:00:00,1.2225
FUND07,2023-06-23T00:00:00,1.0564
FUND07,2023-06-26T00:00:00,1.4095
FUND07,2023-06-27T00:00:00,0.9196
FUND07,2023-06-28T00:00:00,0.5598
FUND07,2023-06-29T00:00:00,0.3438
FUND07,2023-06-30T00:00:00,0.6367
FUND07,2023-07-03T00:00:00,0.9811
FUND07,2023-07-04T00:00:00,0.8547
FUND07,2023-07-05T00:00:00,1.3332
FUND07,2023-07-06T00:00:00,1.65
FUND07,2023-07-07T00:00:00,1.6387
FUND07,2023-07-10T00:00:00,1.2038
FUND07,2023-07-11T00:00:00,1.3117
FUND07,2023-07-12T00:00:00,1.274
FUND07,2023-07-13T00:00:00,1.79
FUND07,2023-07-14T00:00:00,1.4903
FUND07,2023-07-17T00:00:00,1.6656
FUND07,2023-07-18T00:00:00,1.1126
FUND07,2023-07-19T00:00:00,1.2235
FUND07,2023-07-20T00:00:00,1.1514
FUND07,2023-07-21T00:00:00,1.0567
FUND07,2023-07-24T00:00:00,1.3266
FUND07,2023-07-25T00:00:00,1.4967
FUND07,2023-07-26T00:00:00,1.8594
FUND07,2023-07-27T00:00:00,1.585
FUND07,2023-07-28T00:00:00,1.2761
FUND07,2023-07-31T00:00:00,1.2219
FUND07,2023-08-01T00:00:00,1.4384
FUND07,2023-08-02T00:00:00,0.9228
FUND07,2023-08-03T00:00:00,1.0937
FUND07,2023-08-04T00:00:00,1.362
FUND07,2023-08-07T00:00:00,1.3072
FUND07,2023-08-08T00:00:00,1.6014
FUND07,2023-08-09T00:00:00,1.6639
FUND07,2023-08-10T00:00:00,1.361
FUND07,2023-08-11T00:00:00,1.2054
FUND07,2023-08-14T00:00:00,1.4867
FUND07,2023-08-15T00:00:00,1.3538
FUND07,2023-08-16T00:00:00,1.7836
FUND07,2023-08-17T00:00:00,1.3202
FUND07,2023-08-18T00:00:00,1.4749
FUND07,2023-08-21T00:00:00,1.6665
FUND07,2023-08-22T00:00:00,2.0001
FUND07,2023-08-23T00:00:00,2.2412
FUND07,2023-08-24T00:00:00,1.8947
FUND07,2023-08-25T00:00:00,2.1952
FUND07,2023-08-28T00:00:00,2.1004
FUND07,2023-08-29T00:00:00,1.6427
FUND07,2023-08-30T00:00:00,1.7629
FUND07,2023-08-31T00:00:00,1.7488
FUND07,2023-09-01T00:00:00,1.5443
FUND07,2023-09-04T00:00:00,1.265
FUND07,2023-09-05T00:00:00,0.8625
FUND07,2023-09-06T00:00:00,1.12
FUND07,2023-09-07T00:00:00,1.2618
FUND07,2023-09-08T00:00:00,1.5332
FUND07,2023-09-11T00:00:00,1.9153
FUND07,2023-09-12T00:00:00,1.6651
FUND07,2023-09-13T00:00:00,1.8759
FUND07,2023-09-14T00:00:00,2.06
FUND07,2023-09-15T00:00:00,1.6681
FUND07,2023-09-18T00:00:00,1.6086
FUND07,2023-09-19T00:00:00,1.6851
FUND07,2023-09-20T00:00:00,1.6505
FUND07,2023-09-21T00:00:00,1.5412
FUND07,2023-09-22T00:00:00,1.5364
FUND07,2023-09-25T00:00:00,1.5154
FUND07,2023-09-26T00:00:00,1.5343
FUND07,2023-09-27T00:00:00,1.7645
FUND07,2023-09-28T00:00:00,1.8954
FUND07,2023-09-29T00:00:00,1.7399
FUND07,2023-10-02T00:00:00,1.5804
FUND07,2023-10-03T00:00:00,1.9685
FUND07,2023-10-04T00:00:00,2.0154
FUND07,2023-10-05T00:00:00,2.173
FUND07,2023-10-06T00:00:00,2.0257
FUND07,2023-10-09T00:00:00,2.4895
FUND07,2023-10-10T00:00:00,2.4143
FUND07,2023-10-11T00:00:00,2.4293
FUND07,2023-10-12T00:00:00,2.3255
FUND07,2023-10-13T00:00:00,2.1625
FUND07,2023-10-16T00:00:00,2.273
FUND07,2023-10-17T00:00:00,2.4021
FUND07,2023-10-18T00:00:00,2.6935
FUND07,2023-10-19T00:00:00,2.7401
FUND07,2023-10-20T00:00:00,2.8472
FUND07,2023-10-23T00:00:00,2.5713
FUND07,2023-10-24T00:00:00,2.7064
FUND07,2023-10-25T00:00:00,2.5468
FUND07,2023-10-26T00:00:00,2.4083
FUND07,2023-10-27T00:00:00,2.6015
FUND07,2023-10-30T00:00:00,2.346
FUND07,2023-10-31T00:00:00,3.0378
FUND07,2023-11-01T00:00:00,3.7677
FUND07,2023-11-02T00:00:00,3.9901
FUND07,2023-11-03T00:00:00,3.8647
FUND07,2023-11-06T00:00:00,3.4849
FUND07,2023-11-07T00:00:00,3.3657
FUND07,2023-11-08T00:00:00,3.4451
FUND07,2023-11-09T00:00:00,3.4502
FUND07,2023-11-10T00:00:00,3.5361
FUND07,2023-11-13T00:00:00,3.5513
FUND07,2023-11-14T00:00:00,3.4005
FUND07,2023-11-15T00:00:00,3.5812
FUND07,2023-11-16T00:00:00,3.1823
FUND07,2023-11-17T00:00:00,3.3061
FUND07,2023-11-20T00:00:00,3.4601
FUND07,2023-11-21T00:00:00,3.7221
FUND07,2023-11-22T00:00:00,3.7091
FUND07,2023-11-23T00:00:00,3.944
FUND07,2023-11-24T00:00:00,3.9326
FUND07,2023-11-27T00:00:00,3.738
FUND07,2023-11-28T00:00:00,3.1461
FUND07,2023-11-29T00:00:00,2.9743
FUND07,2023-11-30T00:00:00,3.1928
FUND07,2023-12-01T00:00:00,3.3145
FUND07,2023-12-04T00:00:00,3.6292
FUND07,2023-12-05T00:00:00,3.4408
FUND07,2023-12-06T00:00:00,3.7928
FUND07,2023-12-07T00:00:00,3.3454
FUND07,2023-12-08T00:00:00,3.0401
FUND07,2023-12-11T00:00:00,2.9455
FUND07,2023-12-12T00:00:00,2.3377
FUND07,2023-12-13T00:00:00,2.4376
FUND07,2023-12-14T00:00:00,2.7169
FUND07,2023-12-15T00:00:00,2.5068
FUND07,2023-12-18T00:00:00,2.4053
FUND07,2023-12-19T00:00:00,2.536
FUND07,2023-12-20T00:00:00,2.5598
FUND07,2023-12-21T00:00:00,2.8527
FUND07,2023-12-22T00:00:00,2.6743
FUND07,2023-12-25T00:00:00,2.3646
FUND07,2023-12-26T00:00:00,2.1976
FUND07,2023-12-27T00:00:00,2.3744
FUND07,2023-12-28T00:00:00,2.4293
FUND07,2023-12-29T00:00:00,2.2715
FUND07,2024-01-01T00:00:00,2.3942
FUND07,2024-01-02T00:00:00,2.5484
FUND07,2024-01-03T00:00:00,2.1971
FUND07,2024-01-04T00:00:00,1.9771
FUND07,2024-01-05T00:00:00,1.8124
FUND07,2024-01-08T00:00:00,1.9058
FUND07,2024-01-09T00:00:00,2.2327
FUND07,2024-01-10T00:00:00,1.7959
FUND07,2024-01-11T00:00:00,1.7944
FUND07,2024-01-12T00:00:00,1.5519
FUND07,2024-01-15T00:00:00,1.4899
FUND07,2024-01-16T00:00:00,1.7278
FUND07,2024-01-17T00:00:00,1.9039
FUND07,2024-01-18T00:00:00,1.7914
FUND07,2024-01-19T00:00:00,2.3337
FUND07,2024-01-22T00:00:00,2.2496
FUND07,2024-01-23T00:00:00,1.8728
FUND07,2024-01-24T00:00:00,1.9918
FUND07,2024-01-25T00:00:00,2.3966
FUND07,2024-01-26T00:00:00,2.4035
FUND07,2024-01-29T00:00:00,2.7733
FUND07,2024-01-30T00:00:00,2.8558
FUND07,2024-01-31T00:00:00,3.2174
FUND07,2024-02-01T00:00:00,3.0716
FUND07,2024-02-02T00:00:00,3.005
FUND07,2024-02-05T00:00:00,3.1022
FUND07,2024-02-06T00:00:00,2.8061
FUND07,2024-02-07T00:00:00,2.8641
FUND07,2024-02-08T00:00:00,2.7417
FUND07,2024-02-09T00:00:00,3.0019
FUND07,2024-02-12T00:00:00,2.7683
FUND07,2024-02-13T00:00:00,2.863
FUND07,2024-02-14T00:00:00,2.7555
FUND07,2024-02-15T00:00:00,2.9811
FUND07,2024-02-16T00:00:00,3.1054
FUND07,2024-02-19T00:00:00,2.9048
FUND07,2024-02-20T00:00:00,2.347
FUND07,2024-02-21T00:00:00,2.0448
FUND07,2024-02-22T00:00:00,2.1279
FUND07,2024-02-23T00:00:00,1.9834
FUND07,2024-02-26T00:00:00,2.001
FUND07,2024-02-27T00:00:00,1.838
FUND07,2024-02-28T00:00:00,2.4309
FUND07,2024-02-29T00:00:00,2.7131
FUND07,2024-03-01T00:00:00,2.528
FUND07,2024-03-04T00:00:00,2.3999
FUND07,2024-03-05T00:00:00,2.1644
FUND07,2024-03-06T00:00:00,1.6447
FUND07,2024-03-07T00:00:00,1.2936
FUND07,2024-03-08T00:00:00,1.3482
FUND07,2024-03-11T00:00:00,1.5754
FUND07,2024-03-12T00:00:00,1.6434
FUND07,2024-03-13T00:00:00,1.4096
FUND07,2024-03-14T00:00:00,1.3432
FUND07,2024-03-15T00:00:00,1.3286
FUND07,2024-03-18T00:00:00,1.491
FUND07,2024-03-19T00:00:00,1.379
FUND07,2024-03-20T00:00:00,1.2596
FUND07,2024-03-21T00:00:00,1.5207
FUND07,2024-03-22T00:00:00,1.5974
FUND07,2024-03-25T00:00:00,1.3891
FUND07,2024-03-26T00:00:00,1.6259
FUND07,2024-03-27T00:00:00,1.1435
FUND07,2024-03-28T00:00:00,0.937
FUND07,2024-03-29T00:00:00,1.0231
FUND07,2024-04-01T00:00:00,1.2735
FUND07,2024-04-02T00:00:00,1.9088
FUND07,2024-04-03T00:00:00,1.9579
FUND07,2024-04-04T00:00:00,1.9638
FUND07,2024-04-05T00:00:00,1.9921
FUND07,2024-04-08T00:00:00,1.7059
FUND07,2024-04-09T00:00:00,1.9343
FUND07,2024-04-10T00:00:00,1.6621
FUND07,2024-04-11T00:00:00,1.8957
FUND07,2024-04-12T00:00:00,2.109
FUND07,2024-04-15T00:00:00,2.189
FUND07,2024-04-16T00:00:00,2.6278
FUND07,2024-04-17T00:00:00,2.7293
FUND07,2024-04-18T00:00:00,2.686
FUND07,2024-04-19T00:00:00,2.7824
FUND07,2024-04-22T00:00:00,2.8112
FUND07,2024-04-23T00:00:00,2.4552
FUND07,2024-04-24T00:00:00,2.5069
FUND07,2024-04-25T00:00:00,2.559
FUND07,2024-04-26T00:00:00,2.3904
FUND07,2024-04-29T00:00:00,2.8148
FUND07,2024-04-30T00:00:00,2.5778
FUND07,2024-05-01T00:00:00,2.5623
FUND07,2024-05-02T00:00:00,2.05
FUND07,2024-05-03T00:00:00,1.9013
FUND07,2024-05-06T00:00:00,1.8389
FUND07,2024-05-07T00:00:00,2.1057
FUND07,2024-05-08T00:00:00,2.2241
FUND07,2024-05-09T00:00:00,1.9914
FUND07,2024-05-10T00:00:00,1.9947
FUND07,2024-05-13T00:00:00,1.8964
FUND07,2024-05-14T00:00:00,2.1186
FUND07,2024-05-15T00:00:00,2.5262
FUND07,2024-05-16T00:00:00,2.5242
FUND07,2024-05-17T00:00:00,2.9011
FUND07,2024-05-20T00:00:00,2.7
FUND07,2024-05-21T00:00:00,2.6873
FUND07,2024-05-22T00:00:00,2.4658
FUND07,2024-05-23T00:00:00,2.2173
FUND07,2024-05-24T00:00:00,2.0337
FUND07,2024-05-27T00:00:00,1.9612
FUND07,2024-05-28T00:00:00,2.2897
FUND07,2024-05-29T00:00:00,2.2347
FUND07,2024-05-30T00:00:00,1.8858
FUND07,2024-05-31T00:00:00,1.8145
FUND07,2024-06-03T00:00:00,1.1472
FUND07,2024-06-04T00:00:00,1.08
FUND07,2024-06-05T00:00:00,0.7398
FUND07,2024-06-06T00:00:00,0.7662
FUND07,2024-06-07T00:00:00,1.0158
FUND07,2024-06-10T00:00:00,0.9192
FUND07,2024-06-11T00:00:00,0.8762
FUND07,2024-06-12T00:00:00,0.7369
FUND07,2024-06-13T00:00:00,0.719
FUND07,2024-06-14T00:00:00,0.7281
FUND07,2024-06-17T00:00:00,0.6381
FUND07,2024-06-18T00:00:00,0.7327
FUND07,2024-06-19T00:00:00,0.59
FUND07,2024-06-20T00:00:00,0.3051
FUND07,2024-06-21T00:00:00,0.0137
FUND07,2024-06-24T00:00:00,0.1305
FUND07,2024-06-25T00:00:00,0.5798
FUND07,2024-06-26T00:00:00,0.6663
FUND07,2024-06-27T00:00:00,0.5906
FUND07,2024-06-28T00:00:00,0.7631
FUND07,2024-07-01T00:00:00,1.2523
FUND07,2024-07-02T00:00:00,0.9365
FUND07,2024-07-03T00:00:00,0.4771
FUND07,2024-07-04T00:00:00,0.1778
FUND07,2024-07-05T00:00:00,0.4212
FUND07,2024-07-08T00:00:00,0.4146
FUND07,2024-07-09T00:00:00,0.3334
FUND07,2024-07-10T00:00:00,0.6398
FUND07,2024-07-11T00:00:00,0.7929
FUND07,2024-07-12T00:00:00,0.5805
FUND07,2024-07-15T00:00:00,0.3376
FUND07,2024-07-16T00:00:00,0.0471
FUND07,2024-07-17T00:00:00,0.2055
FUND07,2024-07-18T00:00:00,-0.0081
FUND07,2024-07-19T00:00:00,-0.3473
FUND07,2024-07-22T00:00:00,-0.0917
FUND07,2024-07-23T00:00:00,0.2188
FUND07,2024-07-24T00:00:00,0.0596
FUND07,2024-07-25T00:00:00,-0.2179
FUND07,2024-07-26T00:00:00,-0.1184
FUND07,2024-07-29T00:00:00,-0.4037
FUND07,2024-07-30T00:00:00,-0.6512
FUND07,2024-07-31T00:00:00,-0.5768
FUND07,2024-08-01T00:00:00,-0.5606
FUND07,2024-08-02T00:00:00,-0.8661
FUND07,2024-08-05T00:00:00,-1.0001
FUND07,2024-08-06T00:00:00,-1.3753
FUND07,2024-08-07T00:00:00,-1.408
FUND07,2024-08-08T00:00:00,-1.7971
FUND07,2024-08-09T00:00:00,-2.0166
FUND07,2024-08-12T00:00:00,-1.989
FUND07,2024-08-13T00:00:00,-2.2825
FUND07,2024-08-14T00:00:00,-1.7337
FUND07,2024-08-15T00:00:00,-1.3354
FUND07,2024-08-16T00:00:00,-1.7778
FUND07,2024-08-19T00:00:00,-2.3809
FUND07,2024-08-20T00:00:00,-2.651
FUND07,2024-08-21T00:00:00,-2.9826
FUND07,2024-08-22T00:00:00,-2.6416
FUND07,2024-08-23T00:00:00,-2.6738
FUND07,2024-08-26T00:00:00,-2.7155
FUND07,2024-08-27T00:00:00,-2.327
FUND07,2024-08-28T00:00:00,-2.5933
FUND07,2024-08-29T00:00:00,-2.5028
FUND07,2024-08-30T00:00:00,-2.1624
FUND07,2024-09-02T00:00:00,-2.3604
FUND07,2024-09-03T00:00:00,-1.9442
FUND07,2024-09-04T00:00:00,-1.9977
FUND07,2024-09-05T00:00:00,-1.8444
FUND07,2024-09-06T00:00:00,-1.8435
FUND07,2024-09-09T00:00:00,-1.829
FUND07,2024-09-10T00:00:00,-1.9644
FUND07,2024-09-11T00:00:00,-2.2387
FUND07,2024-09-12T00:00:00,-2.0533
FUND07,2024-09-13T00:00:00,-1.7906
FUND07,2024-09-16T00:00:00,-1.6758
FUND07,2024-09-17T00:00:00,-1.6283
FUND07,2024-09-18T00:00:00,-1.9577
FUND07,2024-09-19T00:00:00,-1.779
FUND07,2024-09-20T00:00:00,-1.8064
FUND07,2024-09-23T00:00:00,-1.4089
FUND07,2024-09-24T00:00:00,-2.046
FUND07,2024-09-25T00:00:00,-2.2109
FUND07,2024-09-26T00:00:00,-1.9274
FUND07,2024-09-27T00:00:00,-2.0927
FUND07,2024-09-30T00:00:00,-2.1233
FUND07,2024-10-01T00:00:00,-2.0797
FUND07,2024-10-02T00:00:00,-2.1683
FUND07,2024-10-03T00:00:00,-2.1325
FUND07,2024-10-04T00:00:00,-1.6759
FUND07,2024-10-07T00:00:00,-1.4328
FUND07,2024-10-08T00:00:00,-1.3116
FUND07,2024-10-09T00:00:00,-1.3017
FUND07,2024-10-10T00:00:00,-1.2778
FUND07,2024-10-11T00:00:00,-1.4475
FUND07,2024-10-14T00:00:00,-1.5078
FUND07,2024-10-15T00:00:00,-1.377
FUND07,2024-10-16T00:00:00,-1.5061
FUND07,2024-10-17T00:00:00,-1.3271
FUND07,2024-10-18T00:00:00,-1.3467
FUND07,2024-10-21T00:00:00,-1.3175
FUND07,2024-10-22T00:00:00,-1.0872
FUND07,2024-10-23T00:00:00,-1.0389
FUND07,2024-10-24T00:00:00,-1.2978
FUND07,2024-10-25T00:00:00,-0.9228
FUND07,2024-10-28T00:00:00,-1.0446
FUND07,2024-10-29T00:00:00,-1.3834
FUND07,2024-10-30T00:00:00,-1.385
FUND07,2024-10-31T00:00:00,-1.1763
FUND07,2024-11-01T00:00:00,-1.2716
FUND07,2024-11-04T00:00:00,-1.594
FUND07,2024-11-05T00:00:00,-1.1068
FUND07,2024-11-06T00:00:00,-1.423
FUND07,2024-11-07T00:00:00,-1.1456
FUND07,2024-11-08T00:00:00,-1.1184
FUND07,2024-11-11T00:00:00,-1.2158
FUND07,2024-11-12T00:00:00,-1.1463
FUND07,2024-11-13T00:00:00,-1.3476
FUND07,2024-11-14T00:00:00,-1.351
FUND07,2024-11-15T00:00:00,-1.1744
FUND07,2024-11-18T00:00:00,-1.2121
FUND07,2024-11-19T00:00:00,-1.2734
FUND07,2024-11-20T00:00:00,-1.171
FUND07,2024-11-21T00:00:00,-1.1705
