amfi_code,date,nav
FUND05,2023-01-24,30.5259
FUND05,2023-01-25,30.7595
FUND05,2023-01-26,31.2067
FUND05,2023-01-27,31.4031
FUND05,2023-01-30,31.3631
FUND05,2023-01-31,31.2785
FUND05,2023-02-01,31.1023
FUND05,2023-02-02,31.412
FUND05,2023-02-03,31.8024
FUND05,2023-02-06,31.752
FUND05,2023-02-07,31.2543
FUND05,2023-02-08,31.0953
FUND05,2023-02-09,31.2359
FUND05,2023-02-10,30.9889
FUND05,2023-02-13,30.4616
FUND05,2023-02-14,30.3584
FUND05,2023-02-15,29.8195
FUND05,2023-02-16,29.9252
FUND05,2023-02-17,29.8355
FUND05,2023-02-20,29.87
FUND05,2023-02-21,30.237
FUND05,2023-02-22,30.0085
FUND05,2023-02-23,29.4467
FUND05,2023-02-24,29.4573
FUND05,2023-02-27,29.5997
FUND05,2023-02-28,29.237
FUND05,2023-03-01,29.158
FUND05,2023-03-02,29.0847
FUND05,2023-03-03,29.1099
FUND05,2023-03-06,28.9665
FUND05,2023-03-07,29.6788
FUND05,2023-03-08,29.6269
FUND05,2023-03-09,29.6948
FUND05,2023-03-10,29.5835
FUND05,2023-03-13,28.8978
FUND05,2023-03-14,29.2747
FUND05,2023-03-15,28.4608
FUND05,2023-03-16,28.8259
FUND05,2023-03-17,28.5007
FUND05,2023-03-20,28.1696
FUND05,2023-03-21,28.1593
FUND05,2023-03-22,28.7332
FUND05,2023-03-23,28.8335
FUND05,2023-03-24,28.8016
FUND05,2023-03-27,28.6202
FUND05,2023-03-28,28.8054
FUND05,2023-03-29,28.7272
FUND05,2023-03-30,28.9294
FUND05,2023-03-31,28.4358
FUND05,2023-04-03,28.5886
FUND05,2023-04-04,28.688
FUND05,2023-04-05,28.3543
FUND05,2023-04-06,28.1082
FUND05,2023-04-07,28.0881
FUND05,2023-04-10,27.9824
FUND05,2023-04-11,28.0726
FUND05,2023-04-12,27.7273
FUND05,2023-04-13,27.5236
FUND05,2023-04-14,28.0642
FUND05,2023-04-17,27.8687
FUND05,2023-04-18,27.7789
FUND05,2023-04-19,27.7517
FUND05,2023-04-20,27.6991
FUND05,2023-04-21,28.0171
FUND05,2023-04-24,27.89
FUND05,2023-04-25,28.1217
FUND05,2023-04-26,27.9224
FUND05,2023-04-27,28.1339
FUND05,2023-04-28,28.097
FUND05,2023-05-01,28.07
FUND05,2023-05-02,28.0649
FUND05,2023-05-03,28.2211
FUND05,2023-05-04,27.9353
FUND05,2023-05-05,27.7084
FUND05,2023-05-08,28.2335
FUND05,2023-05-09,28.3796
FUND05,2023-05-10,28.3048
FUND05,2023-05-11,28.4858
FUND05,2023-05-12,28.4879
FUND05,2023-05-15,27.928
FUND05,2023-05-16,27.9857
FUND05,2023-05-17,27.9722
FUND05,2023-05-18,28.0773
FUND05,2023-05-19,27.8987
FUND05,2023-05-22,27.8605
FUND05,2023-05-23,28.1641
FUND05,2023-05-24,28.1431
FUND05,2023-05-25,28.0517
FUND05,2023-05-26,28.1611
FUND05,2023-05-29,28.0785
FUND05,2023-05-30,28.3657
FUND05,2023-05-31,28.3385
FUND05,2023-06-01,28.4486
FUND05,2023-06-02,28.2858
FUND05,2023-06-05,27.9854
FUND05,2023-06-06,28.1838
FUND05,2023-06-07,28.2676
FUND05,2023-06-08,28.4472
FUND05,2023-06-09,28.6533
FUND05,2023-06-12,28.2919
FUND05,2023-06-13,28.3398
FUND05,2023-06-14,27.8455
FUND05,2023-06-15,27.9928
FUND05,2023-06-16,27.7364
FUND05,2023-06-19,27.8701
FUND05,2023-06-20,28.0694
FUND05,2023-06-21,27.9503
FUND05,2023-06-22,27.9617
FUND05,2023-06-23,28.2865
FUND05,2023-06-26,27.8827
FUND05,2023-06-27,28.0614
FUND05,2023-06-28,28.1085
FUND05,2023-06-29,28.3657
FUND05,2023-06-30,27.9613
FUND05,2023-07-03,27.9794
FUND05,2023-07-04,28.2747
FUND05,2023-07-05,28.638
FUND05,2023-07-06,28.4572
FUND05,2023-07-07,28.4031
FUND05,2023-07-10,28.8914
FUND05,2023-07-11,28.5399
FUND05,2023-07-12,28.5456
FUND05,2023-07-13,28.6088
FUND05,2023-07-14,28.6714
FUND05,2023-07-17,28.4479
FUND05,2023-07-18,28.7123
FUND05,2023-07-19,28.9596
FUND05,2023-07-20,29.4508
FUND05,2023-07-21,29.2587
FUND05,2023-07-24,29.1498
FUND05,2023-07-25,29.4554
FUND05,2023-07-26,29.9548
FUND05,2023-07-27,29.9705
FUND05,2023-07-28,29.5767
FUND05,2023-07-31,29.5373
FUND05,2023-08-01,29.812
FUND05,2023-08-02,30.0123
FUND05,2023-08-03,30.3314
FUND05,2023-08-04,30.8756
FUND05,2023-08-07,30.7746
FUND05,2023-08-08,30.543
FUND05,2023-08-09,30.2311
FUND05,2023-08-10,30.2162
FUND05,2023-08-11,30.512
FUND05,2023-08-14,31.0051
FUND05,2023-08-15,31.0852
FUND05,2023-08-16,31.1084
FUND05,2023-08-17,31.0903
FUND05,2023-08-18,31.4526
FUND05,2023-08-21,31.2562
FUND05,2023-08-22,31.2459
FUND05,2023-08-23,31.2433
FUND05,2023-08-24,31.2548
FUND05,2023-08-25,31.7828
FUND05,2023-08-28,31.5471
FUND05,2023-08-29,32.2637
FUND05,2023-08-30,32.0932
FUND05,2023-08-31,31.8759
FUND05,2023-09-01,31.7058
FUND05,2023-09-04,31.9104
FUND05,2023-09-05,31.926
FUND05,2023-09-06,32.2678
FUND05,2023-09-07,32.0484
FUND05,2023-09-08,31.5854
FUND05,2023-09-11,31.4993
FUND05,2023-09-12,31.598
FUND05,2023-09-13,31.1993
FUND05,2023-09-14,31.1886
FUND05,2023-09-15,31.3581
FUND05,2023-09-18,31.1497
FUND05,2023-09-19,30.9377
FUND05,2023-09-20,30.6517
FUND05,2023-09-21,30.631
FUND05,2023-09-22,30.7756
FUND05,2023-09-25,31.5557
FUND05,2023-09-26,31.906
FUND05,2023-09-27,31.5633
FUND05,2023-09-28,31.146
FUND05,2023-09-29,31.1342
FUND05,2023-10-02,31.5939
FUND05,2023-10-03,31.8002
FUND05,2023-10-04,31.6688
FUND05,2023-10-05,31.9738
FUND05,2023-10-06,32.3898
FUND05,2023-10-09,32.8359
FUND05,2023-10-10,32.5408
FUND05,2023-10-11,32.689
FUND05,2023-10-12,32.332
FUND05,2023-10-13,32.1175
FUND05,2023-10-16,31.7675
FUND05,2023-10-17,31.7121
FUND05,2023-10-18,31.3217
FUND05,2023-10-19,31.5594
FUND05,2023-10-20,31.5753
FUND05,2023-10-23,31.349
FUND05,2023-10-24,31.5052
FUND05,2023-10-25,31.9587
FUND05,2023-10-26,32.0777
FUND05,2023-10-27,31.9288
FUND05,2023-10-30,31.8669
FUND05,2023-10-31,31.8566
FUND05,2023-11-01,31.675
FUND05,2023-11-02,31.2064
FUND05,2023-11-03,31.1192
FUND05,2023-11-06,31.4864
FUND05,2023-11-07,31.2713
FUND05,2023-11-08,30.7471
FUND05,2023-11-09,30.7414
FUND05,2023-11-10,31.0655
FUND05,2023-11-13,30.6029
FUND05,2023-11-14,30.674
FUND05,2023-11-15,30.8065
FUND05,2023-11-16,30.9743
FUND05,2023-11-17,31.1486
FUND05,2023-11-20,31.3383
FUND05,2023-11-21,30.9107
FUND05,2023-11-22,31.1011
FUND05,2023-11-23,31.5058
FUND05,2023-11-24,31.4623
FUND05,2023-11-27,31.5868
FUND05,2023-11-28,31.3178
FUND05,2023-11-29,31.7044
FUND05,2023-11-30,31.5474
FUND05,2023-12-01,32.0351
FUND05,2023-12-04,31.9453
FUND05,2023-12-05,32.1598
FUND05,2023-12-06,32.0251
FUND05,2023-12-07,32.5861
FUND05,2023-12-08,32.0276
FUND05,2023-12-11,32.1538
FUND05,2023-12-12,31.5716
FUND05,2023-12-13,31.2486
FUND05,2023-12-14,31.8
FUND05,2023-12-15,32.0795
FUND05,2023-12-18,31.5186
FUND05,2023-12-19,31.5362
FUND05,2023-12-20,31.3797
FUND05,2023-12-21,31.5599
FUND05,2023-12-22,32.105
FUND05,2023-12-25,32.3137
FUND05,2023-12-26,32.4599
FUND05,2023-12-27,32.6283
FUND05,2023-12-28,32.3275
FUND05,2023-12-29,32.5514
FUND05,2024-01-01,32.8412
FUND05,2024-01-02,32.6804
FUND05,2024-01-03,32.5115
FUND05,2024-01-04,32.9558
FUND05,2024-01-05,33.038
FUND05,2024-01-08,32.7201
FUND05,2024-01-09,32.6153
FUND05,2024-01-10,32.501
FUND05,2024-01-11,32.5021
FUND05,2024-01-12,32.5008
FUND05,2024-01-15,32.4478
FUND05,2024-01-16,32.9566
FUND05,2024-01-17,33.2238
FUND05,2024-01-18,33.6877
FUND05,2024-01-19,33.1945
FUND05,2024-01-22,33.2481
FUND05,2024-01-23,33.6201
FUND05,2024-01-24,33.8603
FUND05,2024-01-25,33.674
FUND05,2024-01-26,33.4656
FUND05,2024-01-29,33.7753
FUND05,2024-01-30,33.7314
FUND05,2024-01-31,33.949
FUND05,2024-02-01,34.0177
FUND05,2024-02-02,34.0026
FUND05,2024-02-05,34.0603
FUND05,2024-02-06,33.8269
FUND05,2024-02-07,34.3657
FUND05,2024-02-08,34.5564
FUND05,2024-02-09,35.0129
FUND05,2024-02-12,34.8676
FUND05,2024-02-13,34.7193
FUND05,2024-02-14,34.6409
FUND05,2024-02-15,34.3935
FUND05,2024-02-16,34.6246
FUND05,2024-02-19,34.8679
FUND05,2024-02-20,34.7283
FUND05,2024-02-21,34.6497
FUND05,2024-02-22,34.7884
FUND05,2024-02-23,34.5741
FUND05,2024-02-26,34.4679
FUND05,2024-02-27,34.9733
FUND05,2024-02-28,34.7597
FUND05,2024-02-29,34.6193
FUND05,2024-03-01,35.4211
FUND05,2024-03-04,34.7649
FUND05,2024-03-05,34.4156
FUND05,2024-03-06,34.9936
FUND05,2024-03-07,34.886
FUND05,2024-03-08,35.0644
FUND05,2024-03-11,35.755
FUND05,2024-03-12,35.5462
FUND05,2024-03-13,35.3787
FUND05,2024-03-14,35.5313
FUND05,2024-03-15,35.5289
FUND05,2024-03-18,35.3828
FUND05,2024-03-19,35.3621
FUND05,2024-03-20,34.961
FUND05,2024-03-21,35.129
FUND05,2024-03-22,35.4145
FUND05,2024-03-25,35.3848
FUND05,2024-03-26,35.3352
FUND05,2024-03-27,35.5315
FUND05,2024-03-28,35.3811
FUND05,2024-03-29,35.3047
FUND05,2024-04-01,35.3047
FUND05,2024-04-02,35.7942
FUND05,2024-04-03,35.8003
FUND05,2024-04-04,35.7856
FUND05,2024-04-05,35.7547
FUND05,2024-04-08,35.6532
FUND05,2024-04-09,35.3654
FUND05,2024-04-10,35.0945
FUND05,2024-04-11,35.3879
FUND05,2024-04-12,35.2283
FUND05,2024-04-15,35.2792
FUND05,2024-04-16,35.1496
FUND05,2024-04-17,34.7511
FUND05,2024-04-18,34.627
FUND05,2024-04-19,35.0837
FUND05,2024-04-22,34.9743
FUND05,2024-04-23,34.7829
FUND05,2024-04-24,34.6703
FUND05,2024-04-25,34.5871
FUND05,2024-04-26,34.6795
FUND05,2024-04-29,34.5723
FUND05,2024-04-30,34.5632
FUND05,2024-05-01,34.4316
FUND05,2024-05-02,34.5636
FUND05,2024-05-03,34.6817
FUND05,2024-05-06,34.769
FUND05,2024-05-07,34.9886
FUND05,2024-05-08,34.9788
FUND05,2024-05-09,35.3822
FUND05,2024-05-10,35.5524
FUND05,2024-05-13,36.0504
FUND05,2024-05-14,36.0466
FUND05,2024-05-15,36.1571
FUND05,2024-05-16,35.9573
FUND05,2024-05-17,35.9844
FUND05,2024-05-20,36.2715
FUND05,2024-05-21,36.1744
FUND05,2024-05-22,36.6825
FUND05,2024-05-23,36.7135
FUND05,2024-05-24,37.2593
FUND05,2024-05-27,36.9304
FUND05,2024-05-28,36.861
FUND05,2024-05-29,36.719
FUND05,2024-05-30,37.0756
FUND05,2024-05-31,37.3126
FUND05,2024-06-03,37.3099
FUND05,2024-06-04,37.1797
FUND05,2024-06-05,37.1936
FUND05,2024-06-06,37.459
FUND05,2024-06-07,37.7638
FUND05,2024-06-10,37.7667
FUND05,2024-06-11,37.6379
FUND05,2024-06-12,37.6956
FUND05,2024-06-13,37.7626
FUND05,2024-06-14,37.8717
FUND05,2024-06-17,37.7403
FUND05,2024-06-18,38.3548
FUND05,2024-06-19,38.1613
FUND05,2024-06-20,38.7042
FUND05,2024-06-21,39.2136
FUND05,2024-06-24,39.572
FUND05,2024-06-25,40.2638
FUND05,2024-06-26,40.49
FUND05,2024-06-27,40.3995
FUND05,2024-06-28,40.234
FUND05,2024-07-01,40.0157
FUND05,2024-07-02,40.3419
FUND05,2024-07-03,39.829
FUND05,2024-07-04,39.3435
FUND05,2024-07-05,39.9104
FUND05,2024-07-08,40.2988
FUND05,2024-07-09,40.4739
FUND05,2024-07-10,40.8351
FUND05,2024-07-11,41.1448
FUND05,2024-07-12,41.1009
FUND05,2024-07-15,40.5827
FUND05,2024-07-16,41.0764
FUND05,2024-07-17,41.2666
FUND05,2024-07-18,40.7807
FUND05,2024-07-19,40.858
FUND05,2024-07-22,40.7107
FUND05,2024-07-23,40.6934
FUND05,2024-07-24,40.5983
FUND05,2024-07-25,40.8247
FUND05,2024-07-26,40.7731
FUND05,2024-07-29,40.3743
FUND05,2024-07-30,40.6437
FUND05,2024-07-31,40.8464
FUND05,2024-08-01,40.3472
FUND05,2024-08-02,40.5206
FUND05,2024-08-05,40.8692
FUND05,2024-08-06,40.8382
FUND05,2024-08-07,40.9323
FUND05,2024-08-08,40.6758
FUND05,2024-08-09,40.06
FUND05,2024-08-12,40.2728
FUND05,2024-08-13,40.2657
FUND05,2024-08-14,40.4461
FUND05,2024-08-15,40.3855
FUND05,2024-08-16,40.3156
FUND05,2024-08-19,40.3993
FUND05,2024-08-20,40.401
FUND05,2024-08-21,40.7409
FUND05,2024-08-22,40.6105
FUND05,2024-08-23,40.1074
FUND05,2024-08-26,40.184
FUND05,2024-08-27,39.7373
FUND05,2024-08-28,38.8553
FUND05,2024-08-29,38.4956
FUND05,2024-08-30,38.3672
FUND05,2024-09-02,38.1159
FUND05,2024-09-03,37.6121
FUND05,2024-09-04,37.5591
FUND05,2024-09-05,37.9935
FUND05,2024-09-06,38.3005
FUND05,2024-09-09,38.3268
FUND05,2024-09-10,38.6681
FUND05,2024-09-11,38.5386
FUND05,2024-09-12,38.2563
FUND05,2024-09-13,38.5134
FUND05,2024-09-16,38.1614
FUND05,2024-09-17,38.2996
FUND05,2024-09-18,38.3143
FUND05,2024-09-19,38.2127
FUND05,2024-09-20,38.0786
FUND05,2024-09-23,38.4918
FUND05,2024-09-24,37.9647
FUND05,2024-09-25,38.08
FUND05,2024-09-26,38.0044
FUND05,2024-09-27,37.7741
FUND05,2024-09-30,37.8106
FUND05,2024-10-01,37.9413
FUND05,2024-10-02,37.9441
FUND05,2024-10-03,38.0511
FUND05,2024-10-04,38.5591
FUND05,2024-10-07,38.3742
FUND05,2024-10-08,38.5421
FUND05,2024-10-09,37.9626
FUND05,2024-10-10,38.1421
FUND05,2024-10-11,37.5245
FUND05,2024-10-14,37.7608
FUND05,2024-10-15,37.6225
FUND05,2024-10-16,37.7012
FUND05,2024-10-17,37.2304
FUND05,2024-10-18,37.2613
FUND05,2024-10-21,37.5606
FUND05,2024-10-22,37.7932
FUND05,2024-10-23,37.8105
FUND05,2024-10-24,37.8315
FUND05,2024-10-25,38.2449
FUND05,2024-10-28,38.5217
FUND05,2024-10-29,38.3287
FUND05,2024-10-30,38.1522
FUND05,2024-10-31,37.9422
FUND05,2024-11-01,37.9533
FUND05,2024-11-04,37.5801
FUND05,2024-11-05,36.873
FUND05,2024-11-06,36.8232
FUND05,2024-11-07,36.9296
FUND05,2024-11-08,37.0143
FUND05,2024-11-11,37.3985
FUND05,2024-11-12,36.9864
FUND05,2024-11-13,36.8382
FUND05,2024-11-14,36.3825
FUND05,2024-11-15,36.4854
FUND05,2024-11-18,36.4734
FUND05,2024-11-19,36.338
FUND05,2024-11-20,36.3739
FUND05,2024-11-21,36.1647
FUND05,2024-11-22,35.8542
FUND05,2024-11-25,36.3864
FUND05,2024-11-26,36.6741
FUND05,2024-11-27,36.6358
FUND05,2024-11-28,36.15
FUND05,2024-11-29,36.1025
FUND05,2024-12-02,36.3113
FUND05,2024-12-03,36.3891
FUND05,2024-12-04,36.742
FUND05,2024-12-05,37.1703
FUND05,2024-12-06,37.1649
FUND05,2024-12-09,37.0311
FUND05,2024-12-10,36.889
FUND05,2024-12-11,36.7744
FUND05,2024-12-12,37.0964
FUND05,2024-12-13,36.9776
FUND05,2024-12-16,36.4408
FUND05,2024-12-17,36.6157
FUND05,2024-12-18,36.6056
FUND05,2024-12-19,36.4741
FUND05,2024-12-20,35.8518
FUND05,2024-12-23,36.2515
FUND05,2024-12-24,36.501
FUND05,2024-12-25,36.1498
FUND05,2024-12-26,36.2214
FUND05,2024-12-27,35.8903
FUND05,2024-12-30,35.4728
FUND05,2024-12-31,34.8244
FUND05,2025-01-01,35.0901
FUND05,2025-01-02,35.3896
FUND05,2025-01-03,35.3126
FUND05,2025-01-06,35.3153
FUND05,2025-01-07,35.8949
FUND05,2025-01-08,35.6728
FUND05,2025-01-09,35.3143
FUND05,2025-01-10,35.3765
FUND05,2025-01-13,35.5732
FUND05,2025-01-14,35.5
FUND05,2025-01-15,35.0661
FUND05,2025-01-16,34.8455
FUND05,2025-01-17,35.0817
FUND05,2025-01-20,35.329
FUND05,2025-01-21,34.8194
FUND05,2025-01-22,34.4576
FUND05,2025-01-23,34.1731
FUND05,2025-01-24,34.1863
FUND05,2025-01-27,34.8864
FUND05,2025-01-28,34.8181
FUND05,2025-01-29,34.8589
FUND05,2025-01-30,34.6302
FUND05,2025-01-31,35.4574
FUND05,2025-02-03,35.287
FUND05,2025-02-04,35.1462
FUND05,2025-02-05,35.2172
FUND05,2025-02-06,34.8189
FUND05,2025-02-07,35.0938
FUND05,2025-02-10,35.1127
FUND05,2025-02-11,34.8679
FUND05,2025-02-12,34.7023
FUND05,2025-02-13,34.132
FUND05,2025-02-14,33.9823
FUND05,2025-02-17,33.3073
FUND05,2025-02-18,33.1927
FUND05,2025-02-19,33.0651
FUND05,2025-02-20,32.9101
FUND05,2025-02-21,32.7576
FUND05,2025-02-24,32.5294
FUND05,2025-02-25,32.9108
FUND05,2025-02-26,33.3574
FUND05,2025-02-27,33.3269
FUND05,2025-02-28,33.6905
FUND05,2025-03-03,33.6182
FUND05,2025-03-04,33.5473
FUND05,2025-03-05,33.3177
FUND05,2025-03-06,33.5473
FUND05,2025-03-07,33.7546
FUND05,2025-03-10,33.3832
FUND05,2025-03-11,33.4518
FUND05,2025-03-12,33.3166
FUND05,2025-03-13,33.0666
FUND05,2025-03-14,33.0792
FUND05,2025-03-17,32.5282
FUND05,2025-03-18,32.4211
FUND05,2025-03-19,32.9925
FUND05,2025-03-20,33.1421
FUND05,2025-03-21,32.8237
FUND05,2025-03-24,33.0073
FUND05,2025-03-25,33.0539
FUND05,2025-03-26,32.9788
FUND05,2025-03-27,32.8251
FUND05,2025-03-28,32.8455
FUND05,2025-03-31,32.6905
FUND05,2025-04-01,32.6596
FUND05,2025-04-02,32.8971
FUND05,2025-04-03,33.1589
FUND05,2025-04-04,32.7922
FUND05,2025-04-07,32.6741
FUND05,2025-04-08,33.1668
FUND05,2025-04-09,33.7236
FUND05,2025-04-10,33.8565
FUND05,2025-04-11,34.3678
FUND05,2025-04-14,34.7627
FUND05,2025-04-15,34.7428
FUND05,2025-04-16,34.1398
FUND05,2025-04-17,34.1419
FUND05,2025-04-18,33.7689
FUND05,2025-04-21,33.831
FUND05,2025-04-22,34.3836
FUND05,2025-04-23,34.4817
FUND05,2025-04-24,34.2592
FUND05,2025-04-25,33.9196
FUND05,2025-04-28,33.3411
FUND05,2025-04-29,32.7895
FUND05,2025-04-30,33.2898
FUND05,2025-05-01,33.5667
FUND05,2025-05-02,33.5478
FUND05,2025-05-05,33.5222
FUND05,2025-05-06,33.5271
FUND05,2025-05-07,33.5441
FUND05,2025-05-08,33.9851
FUND05,2025-05-09,34.1253
FUND05,2025-05-12,33.5373
FUND05,2025-05-13,33.8781
FUND05,2025-05-14,33.3104
FUND05,2025-05-15,33.209
FUND05,2025-05-16,32.8151
FUND05,2025-05-19,32.8471
FUND05,2025-05-20,32.4956
FUND05,2025-05-21,32.1125
FUND05,2025-05-22,31.8298
FUND05,2025-05-23,32.0825
FUND05,2025-05-26,32.0485
FUND05,2025-05-27,32.2607
FUND05,2025-05-28,32.6755
FUND05,2025-05-29,32.7657
FUND05,2025-05-30,32.954
FUND05,2025-06-02,32.6866
FUND05,2025-06-03,32.6818
FUND05,2025-06-04,32.3639
FUND05,2025-06-05,32.5451
FUND05,2025-06-06,32.8306
FUND05,2025-06-09,33.1362
FUND05,2025-06-10,33.1481
FUND05,2025-06-11,33.4357
FUND05,2025-06-12,33.4125
FUND05,2025-06-13,33.2641
FUND05,2025-06-16,33.4349
FUND05,2025-06-17,33.6739
FUND05,2025-06-18,34.3625
FUND05,2025-06-19,34.6092
FUND05,2025-06-20,34.2874
FUND05,2025-06-23,34.0066
FUND05,2025-06-24,33.629
FUND05,2025-06-25,33.6731
FUND05,2025-06-26,33.3605
FUND05,2025-06-27,33.79
FUND05,2025-06-30,33.7221
FUND05,2025-07-01,33.9376
FUND05,2025-07-02,34.0048
FUND05,2025-07-03,34.131
FUND05,2025-07-04,33.8335
FUND05,2025-07-07,33.844
FUND05,2025-07-08,33.7346
FUND05,2025-07-09,33.7246
FUND05,2025-07-10,33.7832
FUND05,2025-07-11,34.0111
FUND05,2025-07-14,33.8895
FUND05,2025-07-15,34.1616
FUND05,2025-07-16,34.2838
FUND05,2025-07-17,34.8106
FUND05,2025-07-18,33.7939
FUND05,2025-07-21,33.6192
FUND05,2025-07-22,34.0207
FUND05,2025-07-23,33.2695
FUND05,2025-07-24,33.7345
FUND05,2025-07-25,33.7802
FUND05,2025-07-28,33.18
FUND05,2025-07-29,33.4171
FUND05,2025-07-30,33.121
FUND05,2025-07-31,32.8692
FUND05,2025-08-01,33.3227
FUND05,2025-08-04,33.2271
FUND05,2025-08-05,32.9606
FUND05,2025-08-06,33.5766
FUND05,2025-08-07,33.878
FUND05,2025-08-08,33.7968
FUND05,2025-08-11,33.5773
FUND05,2025-08-12,33.5363
FUND05,2025-08-13,34.0331
FUND05,2025-08-14,33.753
FUND05,2025-08-15,33.3867
FUND05,2025-08-18,33.7902
FUND05,2025-08-19,33.7251
FUND05,2025-08-20,33.7764
FUND05,2025-08-21,33.9567
FUND05,2025-08-22,33.8583
FUND05,2025-08-25,33.1403
FUND05,2025-08-26,33.0973
FUND05,2025-08-27,33.4874
FUND05,2025-08-28,34.1628
FUND05,2025-08-29,34.1476
FUND05,2025-09-01,34.1597
FUND05,2025-09-02,34.6006
FUND05,2025-09-03,34.8074
FUND05,2025-09-04,34.9213
FUND05,2025-09-05,34.3206
FUND05,2025-09-08,34.2131
FUND05,2025-09-09,34.3002
FUND05,2025-09-10,33.8538
FUND05,2025-09-11,33.763
FUND05,2025-09-12,34.303
FUND05,2025-09-15,34.2447
FUND05,2025-09-16,33.8236
FUND05,2025-09-17,33.2698
FUND05,2025-09-18,33.2868
FUND05,2025-09-19,33.1342
FUND05,2025-09-22,32.8955
FUND05,2025-09-23,32.983
FUND05,2025-09-24,33.0879
FUND05,2025-09-25,33.1602
FUND05,2025-09-26,33.2852
FUND05,2025-09-29,32.9374
FUND05,2025-09-30,32.7677
FUND05,2025-10-01,32.6916
FUND05,2025-10-02,32.6959
FUND05,2025-10-03,33.0072
FUND05,2025-10-06,32.8111
FUND05,2025-10-07,32.6016
FUND05,2025-10-08,33.0581
FUND05,2025-10-09,33.1256
FUND05,2025-10-10,32.729
FUND05,2025-10-13,32.6575
FUND05,2025-10-14,32.3142
FUND05,2025-10-15,32.0033
FUND05,2025-10-16,31.6386
FUND05,2025-10-17,31.4313
FUND05,2025-10-20,32.0334
FUND05,2025-10-21,32.3444
FUND05,2025-10-22,32.7665
FUND05,2025-10-23,33.1075
FUND05,2025-10-24,33.0876
FUND05,2025-10-27,33.2281
FUND05,2025-10-28,33.2792
FUND05,2025-10-29,32.9797
FUND05,2025-10-30,32.6549
FUND05,2025-10-31,32.9396
FUND05,2025-11-03,32.5985
FUND05,2025-11-04,32.6775
FUND05,2025-11-05,32.8894
FUND05,2025-11-06,33.1325
FUND05,2025-11-07,33.2629
FUND05,2025-11-10,32.9238
FUND05,2025-11-11,33.1042
FUND05,2025-11-12,33.0833
FUND05,2025-11-13,32.8125
FUND05,2025-11-14,32.2453
FUND05,2025-11-17,32.3961
FUND05,2025-11-18,31.9632
FUND05,2025-11-19,31.4916
FUND05,2025-11-20,32.0065
FUND05,2025-11-21,31.68
FUND05,2025-11-24,31.5797
FUND06,2023-01-02,63.9521
FUND06,2023-01-03,63.8915
FUND06,2023-01-04,63.9051
FUND06,2023-01-05,63.2983
FUND06,2023-01-06,63.1536
FUND06,2023-01-09,63.4194
FUND06,2023-01-10,63.2297
FUND06,2023-01-11,62.9768
FUND06,2023-01-12,63.1039
FUND06,2023-01-13,63.2954
FUND06,2023-01-16,63.4114
FUND06,2023-01-17,63.2685
FUND06,2023-01-18,63.5039
FUND06,2023-01-19,63.9934
FUND06,2023-01-20,64.3535
FUND06,2023-01-23,63.9174
FUND06,2023-01-24,64.7874
FUND06,2023-01-25,64.4183
FUND06,2023-01-26,64.0804
FUND06,2023-01-27,64.1893
FUND06,2023-01-30,64.1822
FUND06,2023-01-31,64.3078
FUND06,2023-02-01,64.711
FUND06,2023-02-02,65.0048
FUND06,2023-02-03,64.7619
FUND06,2023-02-06,64.8037
FUND06,2023-02-07,65.1217
FUND06,2023-02-08,65.4535
FUND06,2023-02-09,65.8083
FUND06,2023-02-10,66.0733
FUND06,2023-02-13,66.3065
FUND06,2023-02-14,66.1731
FUND06,2023-02-15,65.7983
FUND06,2023-02-16,65.9453
FUND06,2023-02-17,65.8304
FUND06,2023-02-20,66.2231
FUND06,2023-02-21,65.9819
FUND06,2023-02-22,65.8888
FUND06,2023-02-23,65.7817
FUND06,2023-02-24,66.0913
FUND06,2023-02-27,66.3376
FUND06,2023-02-28,66.3656
FUND06,2023-03-01,66.4746
FUND06,2023-03-02,66.9828
FUND06,2023-03-03,66.4683
FUND06,2023-03-06,66.7151
FUND06,2023-03-07,67.0632
FUND06,2023-03-08,67.4541
FUND06,2023-03-09,67.7211
FUND06,2023-03-10,67.5048
FUND06,2023-03-13,67.3612
FUND06,2023-03-14,67.585
FUND06,2023-03-15,67.4257
FUND06,2023-03-16,67.3865
FUND06,2023-03-17,66.9476
FUND06,2023-03-20,66.6066
FUND06,2023-03-21,66.7326
FUND06,2023-03-22,66.6248
FUND06,2023-03-23,66.4165
FUND06,2023-03-24,66.3811
FUND06,2023-03-27,66.4929
FUND06,2023-03-28,66.4352
FUND06,2023-03-29,66.5084
FUND06,2023-03-30,66.5562
FUND06,2023-03-31,66.5014
FUND06,2023-04-03,66.5191
FUND06,2023-04-04,66.2724
FUND06,2023-04-05,66.1427
FUND06,2023-04-06,65.6123
FUND06,2023-04-07,65.2859
FUND06,2023-04-10,64.955
FUND06,2023-04-11,64.858
FUND06,2023-04-12,65.2113
FUND06,2023-04-13,65.2293
FUND06,2023-04-14,65.2946
FUND06,2023-04-17,65.0361
FUND06,2023-04-18,65.1415
FUND06,2023-04-19,65.6635
FUND06,2023-04-20,65.6584
FUND06,2023-04-21,65.4335
FUND06,2023-04-24,65.1081
FUND06,2023-04-25,65.2065
FUND06,2023-04-26,64.9487
FUND06,2023-04-27,65.1796
FUND06,2023-04-28,64.9009
FUND06,2023-05-01,64.4338
FUND06,2023-05-02,64.5946
